Inventory_ID,Date_Key,Product_ID,Store_ID,Opening_Stock,Received,Sold,Closing_Stock,Reorder_Level,Expiry_Date,Batch_No
INVT009036,20270516,PRD206,ST049,369,144,68,445,20,2029-11-18,BAT009036
INVT009037,20230821,PRD189,ST009,280,150,19,411,20,2024-10-05,BAT009037
INVT009038,20260827,PRD131,ST026,171,26,54,143,30,2029-08-26,BAT009038
INVT009039,20270803,PRD021,ST026,401,102,81,422,30,2030-03-02,BAT009039
INVT009040,20250403,PRD083,ST016,298,85,42,341,50,2026-11-04,BAT009040
INVT009041,20281011,PRD267,ST013,421,57,29,449,20,2030-07-07,BAT009041
INVT009042,20251016,PRD080,ST023,485,73,65,493,30,2028-05-29,BAT009042
INVT009043,20241105,PRD257,ST041,139,2,120,21,40,2027-01-18,BAT009043
INVT009044,20271116,PRD165,ST014,182,127,78,231,40,2030-10-30,BAT009044
INVT009045,20231226,PRD018,ST037,60,5,19,46,50,2025-03-19,BAT009045
INVT009046,20230101,PRD021,ST002,155,42,95,102,40,2025-02-12,BAT009046
INVT009047,20270804,PRD047,ST030,337,3,65,275,50,2029-09-22,BAT009047
INVT009048,20251117,PRD158,ST045,369,148,114,403,20,2027-12-22,BAT009048
INVT009049,20240811,PRD254,ST045,298,105,44,359,20,2026-01-09,BAT009049
INVT009050,20260423,PRD083,ST023,81,21,19,83,25,2028-11-30,BAT009050
INVT009051,20240421,PRD186,ST013,238,51,58,231,30,2026-12-11,BAT009051
INVT009052,20241002,PRD247,ST005,353,118,110,361,40,2026-11-09,BAT009052
INVT009053,20240421,PRD193,ST011,197,34,77,154,25,2025-11-24,BAT009053
INVT009054,20281213,PRD013,ST008,469,12,97,384,40,2031-11-11,BAT009054
INVT009055,20230702,PRD060,ST029,286,75,39,322,40,2024-07-21,BAT009055
INVT009056,20250624,PRD152,ST036,242,67,73,236,20,2027-11-05,BAT009056
INVT009057,20260817,PRD005,ST030,330,51,12,369,25,2028-03-13,BAT009057
INVT009058,20250630,PRD060,ST021,487,57,34,510,50,2027-11-22,BAT009058
INVT009059,20270326,PRD089,ST007,478,125,36,567,20,2030-01-07,BAT009059
INVT009060,20230503,PRD114,ST029,228,26,38,216,20,2025-05-25,BAT009060
INVT009061,20260221,PRD288,ST047,427,104,88,443,40,2028-08-14,BAT009061
INVT009062,20250204,PRD098,ST040,417,116,86,447,25,2027-11-29,BAT009062
INVT009063,20240619,PRD228,ST034,251,8,20,239,50,2026-04-11,BAT009063
INVT009064,20270820,PRD111,ST024,237,91,83,245,20,2028-10-27,BAT009064
INVT009065,20240801,PRD034,ST043,357,145,103,399,20,2026-04-26,BAT009065
INVT009066,20261126,PRD067,ST021,147,86,73,160,30,2028-07-25,BAT009066
INVT009067,20230131,PRD043,ST050,343,99,46,396,30,2025-09-04,BAT009067
INVT009068,20280621,PRD030,ST022,455,74,32,497,30,2031-05-16,BAT009068
INVT009069,20240215,PRD134,ST021,125,18,0,143,25,2025-03-24,BAT009069
INVT009070,20250418,PRD259,ST035,391,121,0,512,40,2026-07-01,BAT009070
INVT009071,20251008,PRD220,ST002,484,73,120,437,25,2026-12-15,BAT009071
INVT009072,20240801,PRD051,ST001,67,73,52,88,50,2026-12-10,BAT009072
INVT009073,20280415,PRD182,ST010,91,10,7,94,50,2030-01-31,BAT009073
INVT009074,20271103,PRD161,ST020,139,88,86,141,30,2030-10-27,BAT009074
INVT009075,20271111,PRD265,ST025,466,36,23,479,25,2030-08-04,BAT009075
INVT009076,20230814,PRD165,ST018,195,24,58,161,20,2024-08-31,BAT009076
INVT009077,20261123,PRD196,ST032,159,36,79,116,25,2029-11-06,BAT009077
INVT009078,20270813,PRD294,ST003,288,2,106,184,40,2029-04-26,BAT009078
INVT009079,20281015,PRD253,ST010,416,61,42,435,50,2030-04-25,BAT009079
INVT009080,20260929,PRD043,ST030,498,93,81,510,25,2027-11-23,BAT009080
INVT009081,20260530,PRD238,ST031,61,10,39,32,50,2027-12-16,BAT009081
INVT009082,20230130,PRD229,ST026,116,118,112,122,25,2024-07-22,BAT009082
INVT009083,20270122,PRD176,ST014,329,40,58,311,30,2028-08-30,BAT009083
INVT009084,20250817,PRD080,ST045,469,101,97,473,25,2026-12-25,BAT009084
INVT009085,20261013,PRD030,ST028,496,53,38,511,50,2028-05-15,BAT009085
INVT009086,20280209,PRD121,ST048,398,35,114,319,25,2029-02-10,BAT009086
INVT009087,20231020,PRD134,ST027,181,108,61,228,30,2024-11-18,BAT009087
INVT009088,20251016,PRD272,ST004,456,83,94,445,30,2027-01-11,BAT009088
INVT009089,20260715,PRD085,ST004,158,149,63,244,20,2027-08-28,BAT009089
INVT009090,20240510,PRD011,ST018,436,69,27,478,25,2025-06-15,BAT009090
INVT009091,20270129,PRD023,ST038,326,13,104,235,50,2029-09-21,BAT009091
INVT009092,20250915,PRD131,ST003,389,148,107,430,40,2028-08-28,BAT009092
INVT009093,20230322,PRD029,ST047,320,123,112,331,40,2025-08-18,BAT009093
INVT009094,20260409,PRD270,ST026,241,83,66,258,30,2027-09-15,BAT009094
INVT009095,20241028,PRD180,ST012,484,118,56,546,40,2027-04-16,BAT009095
INVT009096,20261211,PRD240,ST022,237,111,107,241,30,2028-10-25,BAT009096
INVT009097,20240802,PRD298,ST012,303,126,43,386,20,2025-10-29,BAT009097
INVT009098,20250510,PRD075,ST024,116,104,105,115,40,2027-03-25,BAT009098
INVT009099,20260218,PRD071,ST012,440,44,11,473,40,2028-03-18,BAT009099
INVT009100,20230826,PRD182,ST012,147,130,101,176,20,2025-06-02,BAT009100
INVT009101,20280118,PRD039,ST045,197,46,95,148,20,2031-01-04,BAT009101
INVT009102,20250629,PRD163,ST030,305,115,79,341,25,2026-10-30,BAT009102
INVT009103,20241225,PRD130,ST004,198,150,31,317,50,2027-01-21,BAT009103
INVT009104,20250523,PRD193,ST010,436,58,8,486,40,2027-05-04,BAT009104
INVT009105,20261209,PRD105,ST014,424,119,25,518,30,2029-04-16,BAT009105
INVT009106,20280331,PRD222,ST014,81,111,40,152,50,2030-03-30,BAT009106
INVT009107,20280917,PRD074,ST030,461,110,45,526,30,2031-06-23,BAT009107
INVT009108,20270510,PRD035,ST023,396,141,72,465,40,2028-12-19,BAT009108
INVT009109,20230427,PRD126,ST046,301,130,118,313,30,2025-10-18,BAT009109
INVT009110,20240226,PRD138,ST043,446,79,81,444,25,2026-09-28,BAT009110
INVT009111,20281116,PRD103,ST027,322,119,52,389,20,2031-08-17,BAT009111
INVT009112,20230328,PRD236,ST021,62,81,50,93,20,2024-07-06,BAT009112
INVT009113,20261122,PRD181,ST024,461,24,5,480,40,2028-09-23,BAT009113
INVT009114,20240517,PRD288,ST034,255,97,113,239,20,2025-08-13,BAT009114
INVT009115,20270305,PRD285,ST034,361,7,8,360,40,2028-05-16,BAT009115
INVT009116,20280821,PRD225,ST009,353,116,115,354,20,2029-11-10,BAT009116
INVT009117,20250201,PRD213,ST033,159,29,45,143,40,2026-07-23,BAT009117
INVT009118,20251204,PRD096,ST004,249,12,47,214,20,2027-03-12,BAT009118
INVT009119,20270712,PRD247,ST027,362,2,43,321,30,2029-03-20,BAT009119
INVT009120,20260928,PRD078,ST026,498,141,100,539,25,2027-12-05,BAT009120
INVT009121,20260503,PRD230,ST006,347,0,88,259,25,2029-03-15,BAT009121
INVT009122,20251009,PRD089,ST032,411,26,4,433,40,2027-06-18,BAT009122
INVT009123,20240531,PRD175,ST029,237,35,15,257,25,2026-01-31,BAT009123
INVT009124,20230527,PRD104,ST020,310,144,97,357,20,2025-04-23,BAT009124
INVT009125,20270806,PRD129,ST014,498,20,56,462,25,2028-10-24,BAT009125
INVT009126,20230824,PRD144,ST026,157,17,101,73,20,2026-02-11,BAT009126
INVT009127,20270502,PRD233,ST002,383,17,72,328,50,2029-09-19,BAT009127
INVT009128,20281229,PRD108,ST023,60,81,38,103,30,2031-01-03,BAT009128
INVT009129,20250215,PRD056,ST036,104,56,12,148,25,2027-02-17,BAT009129
INVT009130,20260412,PRD227,ST001,345,148,63,430,25,2027-12-30,BAT009130
INVT009131,20240228,PRD121,ST023,383,5,119,269,30,2025-12-08,BAT009131
INVT009132,20230126,PRD231,ST027,180,123,14,289,50,2025-12-24,BAT009132
INVT009133,20270425,PRD067,ST041,350,69,24,395,40,2029-11-06,BAT009133
INVT009134,20240329,PRD098,ST006,201,85,115,171,25,2026-12-19,BAT009134
INVT009135,20260226,PRD284,ST042,54,119,106,67,25,2027-03-21,BAT009135
INVT009136,20271210,PRD273,ST017,423,88,85,426,50,2029-09-18,BAT009136
INVT009137,20260910,PRD275,ST020,77,45,16,106,25,2028-12-07,BAT009137
INVT009138,20280603,PRD194,ST044,52,33,12,73,50,2029-07-28,BAT009138
INVT009139,20271001,PRD223,ST032,114,85,22,177,40,2030-05-27,BAT009139
INVT009140,20250225,PRD146,ST017,188,89,113,164,20,2028-02-24,BAT009140
INVT009141,20230606,PRD208,ST029,300,76,82,294,25,2024-08-10,BAT009141
INVT009142,20230201,PRD286,ST013,57,106,26,137,30,2024-11-29,BAT009142
INVT009143,20250329,PRD251,ST007,59,132,32,159,25,2027-03-03,BAT009143
INVT009144,20271226,PRD178,ST018,144,58,58,144,25,2029-12-05,BAT009144
INVT009145,20250513,PRD133,ST037,486,116,16,586,30,2027-10-29,BAT009145
INVT009146,20270914,PRD267,ST040,310,49,21,338,25,2029-08-19,BAT009146
INVT009147,20250624,PRD173,ST002,144,46,57,133,40,2027-03-18,BAT009147
INVT009148,20270609,PRD297,ST001,148,58,66,140,30,2029-10-24,BAT009148
INVT009149,20240329,PRD113,ST031,54,86,67,73,40,2027-03-02,BAT009149
INVT009150,20280704,PRD172,ST009,133,46,100,79,20,2031-06-03,BAT009150
INVT009151,20241018,PRD024,ST003,425,78,1,502,25,2026-05-25,BAT009151
INVT009152,20260225,PRD069,ST004,146,57,86,117,50,2028-06-29,BAT009152
INVT009153,20250513,PRD284,ST020,240,53,45,248,20,2026-07-07,BAT009153
INVT009154,20240528,PRD050,ST021,389,105,30,464,50,2025-12-17,BAT009154
INVT009155,20270709,PRD194,ST027,339,71,81,329,25,2029-08-28,BAT009155
INVT009156,20261019,PRD260,ST025,424,77,78,423,20,2029-06-30,BAT009156
INVT009157,20280518,PRD278,ST045,498,82,109,471,20,2029-12-29,BAT009157
INVT009158,20260622,PRD151,ST021,421,82,31,472,25,2029-02-21,BAT009158
INVT009159,20270516,PRD255,ST032,147,125,109,163,30,2029-12-31,BAT009159
INVT009160,20260630,PRD080,ST035,157,22,64,115,50,2028-12-18,BAT009160
INVT009161,20270602,PRD056,ST026,264,102,29,337,25,2029-04-03,BAT009161
INVT009162,20250126,PRD263,ST003,358,20,12,366,30,2026-10-18,BAT009162
INVT009163,20240405,PRD195,ST033,138,75,77,136,40,2026-07-16,BAT009163
INVT009164,20230124,PRD183,ST044,182,146,14,314,20,2025-12-14,BAT009164
INVT009165,20251203,PRD017,ST028,240,69,63,246,40,2027-11-29,BAT009165
INVT009166,20240127,PRD093,ST028,297,70,76,291,20,2026-05-10,BAT009166
INVT009167,20261231,PRD116,ST023,101,51,65,87,25,2028-09-22,BAT009167
INVT009168,20270206,PRD212,ST011,470,144,27,587,25,2028-12-11,BAT009168
INVT009169,20260825,PRD217,ST022,105,85,88,102,50,2028-01-29,BAT009169
INVT009170,20240926,PRD110,ST004,354,76,62,368,40,2025-11-02,BAT009170
INVT009171,20261102,PRD291,ST028,279,104,94,289,30,2029-09-18,BAT009171
INVT009172,20271108,PRD043,ST011,189,144,117,216,50,2030-10-07,BAT009172
INVT009173,20250613,PRD118,ST050,202,66,12,256,30,2027-07-09,BAT009173
INVT009174,20280612,PRD297,ST025,347,52,65,334,50,2029-11-12,BAT009174
INVT009175,20270303,PRD085,ST040,101,73,82,92,50,2028-10-17,BAT009175
INVT009176,20280423,PRD110,ST049,223,40,78,185,20,2030-10-06,BAT009176
INVT009177,20250709,PRD044,ST049,425,20,89,356,40,2028-06-12,BAT009177
INVT009178,20281009,PRD216,ST029,403,67,113,357,30,2031-01-10,BAT009178
INVT009179,20281117,PRD224,ST034,280,51,16,315,20,2031-02-28,BAT009179
INVT009180,20230917,PRD273,ST006,99,103,78,124,30,2025-05-31,BAT009180
INVT009181,20240414,PRD281,ST010,251,127,120,258,20,2026-09-12,BAT009181
INVT009182,20280327,PRD030,ST046,108,87,29,166,50,2030-10-17,BAT009182
INVT009183,20280308,PRD138,ST002,229,69,9,289,50,2029-05-13,BAT009183
INVT009184,20260510,PRD274,ST041,213,31,108,136,20,2028-09-13,BAT009184
INVT009185,20260328,PRD087,ST025,90,79,16,153,25,2028-06-24,BAT009185
INVT009186,20260624,PRD015,ST019,233,20,21,232,25,2028-12-11,BAT009186
INVT009187,20260909,PRD257,ST037,379,55,83,351,40,2027-10-09,BAT009187
INVT009188,20240417,PRD026,ST048,170,88,57,201,30,2025-12-02,BAT009188
INVT009189,20231224,PRD285,ST037,109,9,3,115,30,2026-10-15,BAT009189
INVT009190,20250104,PRD131,ST026,68,30,19,79,50,2027-10-07,BAT009190
INVT009191,20270109,PRD133,ST043,385,145,73,457,40,2028-07-09,BAT009191
INVT009192,20270628,PRD117,ST007,383,85,6,462,50,2028-09-08,BAT009192
INVT009193,20230202,PRD284,ST028,273,113,107,279,20,2024-11-02,BAT009193
INVT009194,20240613,PRD297,ST023,472,114,76,510,20,2026-01-17,BAT009194
INVT009195,20260812,PRD143,ST043,73,99,34,138,25,2029-06-10,BAT009195
INVT009196,20281203,PRD082,ST015,486,92,72,506,50,2030-09-15,BAT009196
INVT009197,20281222,PRD258,ST032,253,20,68,205,40,2030-10-07,BAT009197
INVT009198,20281024,PRD145,ST005,139,20,19,140,25,2030-08-08,BAT009198
INVT009199,20270404,PRD018,ST023,358,52,96,314,40,2028-05-16,BAT009199
INVT009200,20270525,PRD075,ST030,123,57,42,138,25,2029-06-28,BAT009200
INVT009201,20260112,PRD108,ST025,95,28,31,92,50,2028-07-11,BAT009201
INVT009202,20280426,PRD030,ST046,214,120,13,321,40,2029-10-08,BAT009202
INVT009203,20280907,PRD144,ST032,425,95,117,403,30,2031-02-04,BAT009203
INVT009204,20280711,PRD023,ST048,460,13,72,401,40,2030-03-29,BAT009204
INVT009205,20270814,PRD061,ST018,242,146,78,310,30,2030-01-21,BAT009205
INVT009206,20250929,PRD263,ST041,230,103,92,241,20,2027-02-01,BAT009206
INVT009207,20271116,PRD217,ST033,223,141,117,247,40,2030-02-23,BAT009207
INVT009208,20271206,PRD270,ST039,220,59,93,186,25,2029-10-15,BAT009208
INVT009209,20280120,PRD173,ST014,363,53,5,411,25,2030-11-06,BAT009209
INVT009210,20270520,PRD039,ST040,342,144,26,460,25,2029-06-10,BAT009210
INVT009211,20230330,PRD127,ST035,402,101,14,489,30,2025-06-20,BAT009211
INVT009212,20260314,PRD068,ST048,146,100,68,178,25,2028-06-16,BAT009212
INVT009213,20281118,PRD005,ST044,161,115,10,266,40,2030-01-31,BAT009213
INVT009214,20271110,PRD165,ST035,500,139,2,637,40,2029-08-27,BAT009214
INVT009215,20270710,PRD060,ST045,125,10,32,103,40,2029-06-19,BAT009215
INVT009216,20260523,PRD168,ST025,212,111,49,274,25,2029-04-28,BAT009216
INVT009217,20270428,PRD108,ST026,149,141,85,205,20,2028-11-26,BAT009217
INVT009218,20240808,PRD072,ST012,157,14,115,56,30,2026-02-11,BAT009218
INVT009219,20240201,PRD030,ST015,301,146,70,377,25,2025-03-03,BAT009219
INVT009220,20260522,PRD276,ST029,338,55,63,330,20,2027-08-24,BAT009220
INVT009221,20241215,PRD119,ST013,221,114,106,229,50,2026-07-25,BAT009221
INVT009222,20280717,PRD242,ST046,427,88,76,439,20,2029-10-07,BAT009222
INVT009223,20250102,PRD067,ST038,476,33,79,430,25,2026-01-26,BAT009223
INVT009224,20231006,PRD120,ST014,277,3,95,185,30,2025-08-29,BAT009224
INVT009225,20280426,PRD137,ST046,53,141,113,81,30,2029-06-15,BAT009225
INVT009226,20280419,PRD152,ST039,376,20,118,278,20,2029-12-06,BAT009226
INVT009227,20240928,PRD276,ST009,150,105,74,181,40,2026-08-13,BAT009227
INVT009228,20250908,PRD280,ST010,445,110,71,484,25,2026-12-06,BAT009228
INVT009229,20250904,PRD281,ST001,402,4,91,315,25,2027-05-17,BAT009229
INVT009230,20250320,PRD121,ST028,433,116,95,454,25,2028-03-08,BAT009230
INVT009231,20270716,PRD036,ST020,418,15,36,397,40,2030-06-04,BAT009231
INVT009232,20270823,PRD040,ST039,197,93,113,177,40,2028-11-19,BAT009232
INVT009233,20260801,PRD275,ST007,308,28,82,254,20,2027-08-12,BAT009233
INVT009234,20270619,PRD148,ST043,127,148,23,252,25,2029-02-14,BAT009234
INVT009235,20230918,PRD252,ST048,308,148,91,365,30,2026-09-17,BAT009235
INVT009236,20281110,PRD298,ST014,379,37,5,411,20,2029-12-19,BAT009236
INVT009237,20281022,PRD039,ST001,296,40,29,307,25,2030-03-16,BAT009237
INVT009238,20280731,PRD154,ST048,275,132,30,377,20,2029-10-31,BAT009238
INVT009239,20260619,PRD137,ST008,53,130,68,115,25,2028-04-28,BAT009239
INVT009240,20260108,PRD129,ST010,223,63,62,224,30,2027-05-29,BAT009240
INVT009241,20251228,PRD154,ST006,463,126,64,525,30,2028-07-12,BAT009241
INVT009242,20251212,PRD244,ST048,305,11,19,297,25,2028-07-31,BAT009242
INVT009243,20240618,PRD260,ST043,377,48,10,415,20,2027-02-25,BAT009243
INVT009244,20230927,PRD192,ST029,85,23,1,107,30,2026-07-14,BAT009244
INVT009245,20250910,PRD228,ST050,345,44,118,271,25,2027-07-24,BAT009245
INVT009246,20240107,PRD015,ST043,432,39,108,363,30,2025-06-02,BAT009246
INVT009247,20261127,PRD024,ST021,360,99,26,433,20,2028-01-23,BAT009247
INVT009248,20270323,PRD081,ST028,479,143,37,585,30,2028-05-28,BAT009248
INVT009249,20280403,PRD240,ST028,476,138,78,536,40,2029-07-01,BAT009249
INVT009250,20280405,PRD219,ST041,323,112,89,346,25,2030-11-02,BAT009250
INVT009251,20270905,PRD065,ST047,494,5,38,461,25,2030-04-27,BAT009251
INVT009252,20280709,PRD188,ST046,329,22,7,344,20,2031-06-14,BAT009252
INVT009253,20260618,PRD033,ST004,419,7,67,359,25,2028-06-04,BAT009253
INVT009254,20250103,PRD109,ST004,248,88,12,324,20,2027-05-08,BAT009254
INVT009255,20270821,PRD286,ST011,482,83,114,451,20,2029-07-13,BAT009255
INVT009256,20240914,PRD259,ST033,63,10,39,34,50,2026-11-14,BAT009256
INVT009257,20230411,PRD187,ST018,264,144,3,405,30,2024-05-24,BAT009257
INVT009258,20280903,PRD154,ST042,379,150,94,435,30,2031-07-08,BAT009258
INVT009259,20231223,PRD244,ST048,57,66,16,107,20,2025-10-07,BAT009259
INVT009260,20280517,PRD108,ST002,318,112,71,359,50,2030-08-11,BAT009260
INVT009261,20260919,PRD065,ST025,164,41,21,184,50,2028-06-05,BAT009261
INVT009262,20260425,PRD060,ST015,168,49,41,176,50,2029-02-20,BAT009262
INVT009263,20230812,PRD090,ST044,87,15,27,75,40,2025-12-12,BAT009263
INVT009264,20230303,PRD015,ST010,172,54,40,186,50,2024-07-22,BAT009264
INVT009265,20250323,PRD170,ST002,273,44,59,258,30,2028-02-06,BAT009265
INVT009266,20231205,PRD190,ST031,77,130,120,87,50,2025-06-28,BAT009266
INVT009267,20241116,PRD260,ST026,486,9,33,462,20,2026-12-10,BAT009267
INVT009268,20240214,PRD160,ST015,224,71,28,267,30,2026-10-04,BAT009268
INVT009269,20240404,PRD258,ST037,127,78,105,100,30,2027-02-13,BAT009269
INVT009270,20260715,PRD232,ST047,196,107,80,223,30,2028-03-09,BAT009270
INVT009271,20250313,PRD119,ST004,189,4,27,166,20,2028-01-24,BAT009271
INVT009272,20261020,PRD281,ST050,91,128,15,204,30,2029-08-28,BAT009272
INVT009273,20281004,PRD180,ST016,225,0,109,116,40,2030-02-09,BAT009273
INVT009274,20240914,PRD185,ST035,389,8,93,304,50,2027-05-18,BAT009274
INVT009275,20260204,PRD033,ST037,385,64,99,350,25,2028-05-02,BAT009275
INVT009276,20250313,PRD122,ST014,84,45,104,25,50,2026-10-08,BAT009276
INVT009277,20281212,PRD196,ST048,490,90,43,537,40,2031-06-29,BAT009277
INVT009278,20261028,PRD031,ST011,120,2,81,41,50,2027-11-15,BAT009278
INVT009279,20270313,PRD098,ST035,411,76,96,391,40,2030-01-31,BAT009279
INVT009280,20240918,PRD231,ST039,239,16,27,228,25,2026-07-01,BAT009280
INVT009281,20270611,PRD167,ST005,329,48,87,290,30,2030-02-08,BAT009281
INVT009282,20240212,PRD131,ST028,108,42,5,145,20,2025-11-09,BAT009282
INVT009283,20230616,PRD233,ST038,309,57,35,331,20,2024-06-20,BAT009283
INVT009284,20280117,PRD228,ST005,460,107,80,487,20,2029-04-28,BAT009284
INVT009285,20230508,PRD288,ST047,461,56,99,418,20,2025-08-01,BAT009285
INVT009286,20250916,PRD159,ST039,421,144,55,510,25,2027-03-14,BAT009286
INVT009287,20240126,PRD189,ST024,163,61,108,116,50,2026-05-15,BAT009287
INVT009288,20260805,PRD104,ST007,303,83,16,370,50,2028-08-23,BAT009288
INVT009289,20240214,PRD095,ST043,131,65,2,194,20,2025-03-18,BAT009289
INVT009290,20240705,PRD161,ST037,151,126,107,170,30,2027-01-08,BAT009290
INVT009291,20231209,PRD273,ST015,225,9,81,153,20,2025-06-15,BAT009291
INVT009292,20240818,PRD288,ST031,432,68,1,499,50,2027-04-15,BAT009292
INVT009293,20280704,PRD191,ST042,299,132,92,339,30,2029-11-20,BAT009293
INVT009294,20250726,PRD178,ST006,371,143,119,395,20,2028-07-19,BAT009294
INVT009295,20241017,PRD223,ST020,142,28,81,89,30,2027-06-08,BAT009295
INVT009296,20240725,PRD273,ST046,311,76,9,378,40,2026-03-20,BAT009296
INVT009297,20260214,PRD147,ST032,289,47,62,274,50,2028-04-15,BAT009297
INVT009298,20250325,PRD078,ST001,227,94,106,215,20,2027-04-04,BAT009298
INVT009299,20280320,PRD003,ST017,466,90,111,445,25,2029-11-11,BAT009299
INVT009300,20230215,PRD149,ST015,178,69,71,176,20,2025-02-19,BAT009300
INVT009301,20280926,PRD074,ST045,249,132,60,321,30,2030-07-21,BAT009301
INVT009302,20250622,PRD123,ST044,302,52,14,340,30,2028-03-28,BAT009302
INVT009303,20230216,PRD074,ST039,60,58,2,116,20,2025-08-27,BAT009303
INVT009304,20240311,PRD004,ST015,360,23,8,375,20,2026-12-29,BAT009304
INVT009305,20260512,PRD007,ST032,226,95,73,248,40,2028-11-12,BAT009305
INVT009306,20271125,PRD087,ST005,486,106,116,476,25,2029-08-09,BAT009306
INVT009307,20280903,PRD157,ST048,426,73,29,470,20,2030-08-10,BAT009307
INVT009308,20250523,PRD155,ST017,435,122,43,514,30,2026-06-13,BAT009308
INVT009309,20281009,PRD076,ST015,333,37,67,303,50,2031-05-03,BAT009309
INVT009310,20240204,PRD202,ST006,169,117,83,203,20,2026-09-21,BAT009310
INVT009311,20260901,PRD264,ST035,488,7,62,433,25,2028-01-25,BAT009311
INVT009312,20280607,PRD063,ST020,244,57,44,257,30,2030-04-04,BAT009312
INVT009313,20240806,PRD274,ST020,272,133,104,301,40,2026-03-13,BAT009313
INVT009314,20271224,PRD091,ST004,157,42,25,174,50,2029-08-08,BAT009314
INVT009315,20240926,PRD065,ST031,81,79,78,82,30,2026-05-28,BAT009315
INVT009316,20240729,PRD245,ST045,199,7,20,186,40,2026-07-25,BAT009316
INVT009317,20261105,PRD282,ST021,365,46,33,378,30,2029-05-31,BAT009317
INVT009318,20230726,PRD085,ST016,419,63,15,467,20,2025-12-26,BAT009318
INVT009319,20240212,PRD259,ST023,381,71,92,360,50,2025-03-07,BAT009319
INVT009320,20260827,PRD048,ST017,170,132,66,236,25,2028-12-24,BAT009320
INVT009321,20250712,PRD250,ST041,446,68,115,399,50,2026-08-28,BAT009321
INVT009322,20251127,PRD144,ST032,96,136,111,121,20,2027-06-21,BAT009322
INVT009323,20240813,PRD152,ST049,69,104,19,154,20,2026-05-31,BAT009323
INVT009324,20270803,PRD049,ST015,160,89,33,216,40,2029-02-11,BAT009324
INVT009325,20251009,PRD242,ST004,136,82,41,177,30,2028-09-14,BAT009325
INVT009326,20270520,PRD098,ST019,372,140,15,497,30,2028-09-13,BAT009326
INVT009327,20261218,PRD238,ST030,390,28,71,347,20,2029-03-22,BAT009327
INVT009328,20251028,PRD290,ST009,123,48,79,92,40,2027-12-26,BAT009328
INVT009329,20270117,PRD070,ST035,374,93,89,378,20,2029-11-01,BAT009329
INVT009330,20251126,PRD055,ST038,50,131,96,85,25,2028-02-27,BAT009330
INVT009331,20260213,PRD163,ST043,281,70,47,304,40,2028-02-05,BAT009331
INVT009332,20240907,PRD191,ST002,299,109,111,297,25,2026-04-27,BAT009332
INVT009333,20280429,PRD119,ST027,197,51,47,201,25,2030-09-18,BAT009333
INVT009334,20240404,PRD093,ST007,199,100,31,268,20,2026-08-28,BAT009334
INVT009335,20230903,PRD030,ST039,218,135,26,327,20,2025-05-23,BAT009335
INVT009336,20241204,PRD277,ST026,161,38,30,169,20,2026-01-23,BAT009336
INVT009337,20241226,PRD207,ST023,402,81,120,363,40,2026-10-10,BAT009337
INVT009338,20280508,PRD136,ST044,199,51,50,200,40,2030-09-22,BAT009338
INVT009339,20250722,PRD167,ST010,100,102,2,200,50,2027-04-01,BAT009339
INVT009340,20260505,PRD024,ST011,476,129,75,530,40,2028-02-15,BAT009340
INVT009341,20230116,PRD109,ST049,479,149,26,602,30,2025-10-04,BAT009341
INVT009342,20270522,PRD144,ST031,462,50,46,466,25,2030-02-15,BAT009342
INVT009343,20261008,PRD200,ST011,459,26,94,391,30,2028-08-01,BAT009343
INVT009344,20240904,PRD214,ST009,475,105,58,522,20,2027-02-24,BAT009344
INVT009345,20241009,PRD210,ST048,294,15,11,298,25,2026-12-24,BAT009345
INVT009346,20230925,PRD299,ST006,261,99,56,304,25,2025-04-02,BAT009346
INVT009347,20240806,PRD062,ST045,427,117,83,461,40,2026-07-29,BAT009347
INVT009348,20260208,PRD035,ST020,185,124,61,248,25,2027-03-04,BAT009348
INVT009349,20260221,PRD175,ST015,164,113,93,184,40,2028-10-15,BAT009349
INVT009350,20280213,PRD052,ST045,272,35,58,249,40,2029-07-15,BAT009350
INVT009351,20260124,PRD126,ST037,259,12,96,175,40,2027-09-07,BAT009351
INVT009352,20230608,PRD020,ST030,351,135,22,464,25,2026-06-02,BAT009352
INVT009353,20250604,PRD285,ST038,498,19,60,457,50,2027-10-19,BAT009353
INVT009354,20250417,PRD187,ST027,163,47,9,201,20,2027-09-14,BAT009354
INVT009355,20280202,PRD284,ST049,102,98,18,182,40,2030-11-21,BAT009355
INVT009356,20281124,PRD245,ST029,162,84,94,152,20,2030-01-12,BAT009356
INVT009357,20261217,PRD237,ST014,203,76,99,180,40,2029-06-04,BAT009357
INVT009358,20261106,PRD002,ST003,367,75,57,385,50,2029-09-28,BAT009358
INVT009359,20251205,PRD234,ST049,390,41,74,357,25,2028-09-27,BAT009359
INVT009360,20270621,PRD051,ST025,487,105,110,482,25,2030-06-09,BAT009360
INVT009361,20230616,PRD279,ST029,343,33,72,304,40,2025-12-19,BAT009361
INVT009362,20270419,PRD119,ST042,462,109,93,478,40,2029-07-25,BAT009362
INVT009363,20271018,PRD119,ST040,242,98,29,311,30,2029-02-25,BAT009363
INVT009364,20280430,PRD123,ST026,55,4,50,9,40,2030-05-04,BAT009364
INVT009365,20270215,PRD006,ST017,54,143,35,162,20,2030-02-10,BAT009365
INVT009366,20250312,PRD262,ST015,449,128,73,504,20,2026-06-20,BAT009366
